time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached
33964;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
34963;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
35962;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
36961;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
37960;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;3.0;144;0.50;0.0;0.0;0.0;22;0.0;0.0;0;0.0;0.0;0.0;0.0
38959;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39958;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40957;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41956;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42955;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43954;0;3350;1;-6.1;6.1;0.0000013;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44953;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45952;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46951;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
47950;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48949;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49948;0;3350;1;-6.1;6.1;0.0000013;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50947;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51946;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52945;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53944;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54943;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55942;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56941;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57940;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58939;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59938;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60937;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61936;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62935;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63934;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64933;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
65932;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66931;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67930;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68929;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
69928;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70928;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71927;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72926;0;3350;1;-6.1;6.1;0.0000016;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73925;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74924;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75923;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
76922;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77921;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78920;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;0.0;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79919;0;3350;1;-6.1;6.1;0.0000013;n/a;n/a;n/a;4.8;144;0.50;921;0;0.0;18;0.0;10850.863281;0;0.0;0.0;0.0;1.0
80918;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;361;0;0.0;22;0.0;1924.616089;0;0.0;0.0;0.0;1.0
81917;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;340;0;0.0;22;0.0;1810.065674;0;0.0;0.0;0.0;1.0
82916;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;312;0;0.0;22;0.0;1663.047852;0;0.0;0.0;0.0;1.0
83916;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;722;0;0.0;22;0.0;3847.441895;0;0.0;0.0;0.0;1.0
84915;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;330;0;0.0;22;0.0;1759.251343;0;0.0;0.0;0.0;1.0
85914;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;364;0;0.0;22;0.0;1940.872803;0;0.0;0.0;0.0;1.0
86913;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;338;0;0.0;22;0.0;1800.609497;0;0.0;0.0;0.0;1.0
87912;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;332;0;0.0;22;0.0;1770.547974;0;0.0;0.0;0.0;1.0
88911;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;327;0;0.0;22;0.0;1741.473633;0;0.0;0.0;0.0;1.0
89910;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;346;0;0.0;22;0.0;1846.428589;0;0.0;0.0;0.0;1.0
90909;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;505;0;0.0;22;0.0;2690.956299;0;0.0;0.0;0.0;1.0
91908;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;421;0;0.0;22;0.0;2245.385498;0;0.0;0.0;0.0;1.0
92907;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;403;0;0.0;22;0.0;2149.688232;0;0.0;0.0;0.0;1.0
93906;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;402;0;0.0;22;0.0;2140.786865;0;0.0;0.0;0.0;1.0
94905;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;349;0;0.0;22;0.0;1862.224243;0;0.0;0.0;0.0;1.0
95904;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;433;0;0.0;22;0.0;2308.035645;0;0.0;0.0;0.0;1.0
96903;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;466;0;0.0;22;0.0;2482.593018;0;0.0;0.0;0.0;1.0
97902;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;381;0;0.0;22;0.0;2028.445312;0;0.0;0.0;0.0;1.0
98901;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;390;0;0.0;22;0.0;2079.437012;0;0.0;0.0;0.0;1.0
99900;0;3350;1;-6.1;6.1;0.0000016;n/a;n/a;n/a;20;144;0.50;338;0;0.0;22;0.0;1799.043091;0;0.0;0.0;0.0;1.0
100899;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;326;0;0.0;22;0.0;1737.085205;0;0.0;0.0;0.0;1.0
101898;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;307;0;0.0;22;0.0;1634.136719;0;0.0;0.0;0.0;1.0
102897;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;305;0;0.0;22;0.0;1624.509033;0;0.0;0.0;0.0;1.0
103896;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;313;0;0.0;22;0.0;1665.726929;0;0.0;0.0;0.0;1.0
104895;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;385;0;0.0;22;0.0;2053.624512;0;0.0;0.0;0.0;1.0
105894;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;527;0;0.0;22;0.0;2807.875000;0;0.0;0.0;0.0;1.0
106893;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;310;0;0.0;22;0.0;1652.417114;0;0.0;0.0;0.0;1.0
107892;0;3350;1;-6.1;6.1;0.0000016;n/a;n/a;n/a;20;144;0.50;482;0;0.0;22;0.0;2570.540771;0;0.0;0.0;0.0;1.0
108891;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;425;0;0.0;22;0.0;2267.543945;0;0.0;0.0;0.0;1.0
109890;0;3350;1;-6.1;6.1;0.0000013;n/a;n/a;n/a;20;144;0.50;390;0;0.0;22;0.0;2076.305176;0;0.0;0.0;0.0;1.0
110889;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;400;0;0.0;22;0.0;2129.763184;0;0.0;0.0;0.0;1.0
111888;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;339;0;0.0;22;0.0;1805.325195;0;0.0;0.0;0.0;1.0
112887;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;376;0;0.0;22;0.0;2001.936157;0;0.0;0.0;0.0;1.0
113886;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;343;0;0.0;22;0.0;1828.470337;0;0.0;0.0;0.0;1.0
114885;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;326;0;0.0;22;0.0;1739.276733;0;0.0;0.0;0.0;1.0
115884;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;325;0;0.0;22;0.0;1729.820190;0;0.0;0.0;0.0;1.0
116883;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;332;0;0.0;22;0.0;1769.033325;0;0.0;0.0;0.0;1.0
117882;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;297;0;0.0;22;0.0;1582.249390;0;0.0;0.0;0.0;1.0
118881;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;294;0;0.0;22;0.0;1569.043945;0;0.0;0.0;0.0;1.0
119880;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;348;0;0.0;22;0.0;1854.708496;0;0.0;0.0;0.0;1.0
120880;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;745;0;0.0;22;0.0;3969.289795;0;0.0;0.0;0.0;1.0
121882;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;1129.548706;0;0.0;22;0.0;6020.378418;0;0.0;0.0;0.0;1.0
122878;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;497;0;0.0;22;0.0;2649.583496;0;0.0;0.0;0.0;1.0
123877;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;319;0;0.0;22;0.0;1702.758301;0;0.0;0.0;0.0;1.0
124876;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;354;0;0.0;22;0.0;1889.447266;0;0.0;0.0;0.0;1.0
125875;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;353;0;0.0;22;0.0;1880.000000;0;0.0;0.0;0.0;1.0
126874;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;326;0;0.0;22;0.0;1736.355957;0;0.0;0.0;0.0;1.0
127873;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;313;0;0.0;22;0.0;1668.414673;0;0.0;0.0;0.0;1.0
128872;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;306;0;0.0;22;0.0;1628.346436;0;0.0;0.0;0.0;1.0
129871;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;323;0;0.0;22;0.0;1723.333374;0;0.0;0.0;0.0;1.0
130870;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;284;0;0.0;22;0.0;1515.573486;0;0.0;0.0;0.0;1.0
131869;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;323;0;0.0;22;0.0;1721.898438;0;0.0;0.0;0.0;1.0
132868;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;404;0;0.0;22;0.0;2153.045410;0;0.0;0.0;0.0;1.0
133867;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;451;0;0.0;22;0.0;2401.858398;0;0.0;0.0;0.0;1.0
134866;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;860;0;0.0;22;0.0;4585.365723;0;0.0;0.0;0.0;1.0
135865;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;1085.314697;0;0.0;22;0.0;5784.615234;0;0.0;0.0;0.0;1.0
136864;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;532;0;0.0;22;0.0;2832.876709;0;0.0;0.0;0.0;1.0
137863;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;406;0;0.0;22;0.0;2163.179932;0;0.0;0.0;0.0;1.0
138862;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;326;0;0.0;22;0.0;1737.815186;0;0.0;0.0;0.0;1.0
139861;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;338;0;0.0;22;0.0;1799.825928;0;0.0;0.0;0.0;1.0
140860;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;319;0;0.0;22;0.0;1698.562622;0;0.0;0.0;0.0;1.0
141859;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;351;0;0.0;22;0.0;1870.646729;0;0.0;0.0;0.0;1.0
142858;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;311;0;0.0;22;0.0;1659.711060;0;0.0;0.0;0.0;1.0
143857;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;313;0;0.0;22;0.0;1668.414673;0;0.0;0.0;0.0;1.0
144856;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;305;0;0.0;22;0.0;1623.871216;0;0.0;0.0;0.0;1.0
145855;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;328;0;0.0;22;0.0;1749.577026;0;0.0;0.0;0.0;1.0
146854;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;320;0;0.0;22;0.0;1706.974854;0;0.0;0.0;0.0;1.0
147853;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;327;0;0.0;22;0.0;1742.207275;0;0.0;0.0;0.0;1.0
148852;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;561;0;0.0;22;0.0;2990.600098;0;0.0;0.0;0.0;1.0
149851;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;385;0;0.0;22;0.0;2052.605469;0;0.0;0.0;0.0;1.0
150850;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;606;0;0.0;22;0.0;3231.250000;0;0.0;0.0;0.0;1.0
151849;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;448;0;0.0;22;0.0;2387.990723;0;0.0;0.0;0.0;1.0
152848;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;351;0;0.0;22;0.0;1869.801025;0;0.0;0.0;0.0;1.0
153847;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;360;0;0.0;22;0.0;1916.589478;0;0.0;0.0;0.0;1.0
154846;0;3350;1;-6.1;6.1;0.0000014;n/a;n/a;n/a;20;144;0.50;331;0;0.0;22;0.0;1763.752686;0;0.0;0.0;0.0;1.0
155845;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;333;0;0.0;22;0.0;1776.632324;0;0.0;0.0;0.0;1.0
156844;0;3350;1;-6.1;6.1;0.0000015;n/a;n/a;n/a;20;144;0.50;329;0;0.0;22;0.0;1754.028809;0;0.0;0.0;0.0;1.0
